party_id,name,start_date,end_date,KnessetNum
239,חזית דתית תורתית,1959-11-30T00:00:00,1960-08-09T00:00:00,4
241,מפלגה ליברלית ישראלית,1961-05-08T00:00:00,1961-09-04T00:00:00,4
243,מפלגת פועלים מאוחדת,1961-09-04T00:00:00,1965-11-22T00:00:00,5
245,אגודת ישראל,1961-09-04T00:00:00,1965-11-22T00:00:00,5
249,קידמה ופיתוח,1961-09-04T00:00:00,1965-11-22T00:00:00,5
251,מפלגת פועלי ארץ-ישראל,1961-09-04T00:00:00,1965-11-22T00:00:00,5
253,תנועת החרות,1961-09-04T00:00:00,1965-05-25T00:00:00,5
255,גוש חרות ליברלים,1965-05-25T00:00:00,1965-11-22T00:00:00,5
257,רשימת פועלים ישראלית,1965-07-14T00:00:00,1965-11-22T00:00:00,5
259,שיתוף ואחווה,1961-09-04T00:00:00,1965-11-22T00:00:00,5
261,אחדות העבודה - פועלי ציון,1961-09-04T00:00:00,1965-11-22T00:00:00,5
263,פועלי אגודת ישראל,1961-09-04T00:00:00,1965-11-22T00:00:00,5
265,מפלגה קומוניסטית ישראלית,1961-09-04T00:00:00,1965-11-22T00:00:00,5
269,מפלגה דתית לאומית,1961-09-04T00:00:00,1965-11-22T00:00:00,5
271,מפלגה ליברלית ישראלית,1961-09-04T00:00:00,1965-05-25T00:00:00,5
273,ליברלים עצמאיים,1965-03-16T00:00:00,1965-11-22T00:00:00,5
275,רשימה קומוניסטית חדשה,1965-09-01T00:00:00,1965-11-22T00:00:00,5
279,מפלגת פועלים מאוחדת,1965-11-22T00:00:00,1969-01-28T00:00:00,6
283,אגודת ישראל,1965-11-22T00:00:00,1969-11-17T00:00:00,6
285,קידמה ופיתוח,1965-11-22T00:00:00,1966-07-05T00:00:00,6
287,גוש חרות ליברלים,1965-11-22T00:00:00,1969-11-17T00:00:00,6
289,רשימת פועלים ישראלית,1965-11-22T00:00:00,1968-01-23T00:00:00,6
291,שיתוף ואחווה,1965-11-22T00:00:00,1966-07-05T00:00:00,6
293,פועלי אגודת ישראל,1965-11-22T00:00:00,1969-11-17T00:00:00,6
295,מפלגה קומוניסטית ישראלית,1965-11-22T00:00:00,1969-11-17T00:00:00,6
297,אחווה יהודית - ערבית,1968-10-22T00:00:00,1969-11-17T00:00:00,6
299,מערך,1969-01-28T00:00:00,1969-11-17T00:00:00,6
303,מפלגה דתית לאומית,1965-11-22T00:00:00,1969-11-17T00:00:00,6
305,ליברלים עצמאיים,1965-11-22T00:00:00,1969-11-17T00:00:00,6
307,המרכז החופשי,1967-03-29T00:00:00,1969-11-17T00:00:00,6
309,רשימה קומוניסטית חדשה,1965-11-22T00:00:00,1969-11-17T00:00:00,6
311,העולם הזה - כוח חדש,1965-11-22T00:00:00,1969-11-17T00:00:00,6
315,מפלגה דתית לאומית,1969-11-17T00:00:00,1974-01-21T00:00:00,7
319,אגודת ישראל,1969-11-17T00:00:00,1974-01-21T00:00:00,7
321,קידמה ופיתוח,1969-11-17T00:00:00,1974-01-21T00:00:00,7
325,גוש חרות ליברלים,1969-11-17T00:00:00,1974-01-21T00:00:00,7
329,שיתוף ואחווה,1969-11-17T00:00:00,1974-01-21T00:00:00,7
331,פועלי אגודת ישראל,1969-11-17T00:00:00,1974-01-21T00:00:00,7
333,מפלגה קומוניסטית ישראלית,1969-11-17T00:00:00,1973-07-25T00:00:00,7
337,מערך,1969-11-17T00:00:00,1974-01-21T00:00:00,7
339,הרשימה הממלכתית,1969-11-17T00:00:00,1974-01-21T00:00:00,7
345,מוקד,1973-07-25T00:00:00,1974-01-21T00:00:00,7
347,ליברלים עצמאיים,1969-11-17T00:00:00,1974-01-21T00:00:00,7
349,מרכז חופשי,1969-11-17T00:00:00,1974-01-21T00:00:00,7
351,רשימה קומוניסטית חדשה,1969-11-17T00:00:00,1974-01-21T00:00:00,7
353,העולם הזה - כוח חדש,1969-11-17T00:00:00,1973-07-03T00:00:00,7
355,הליכוד,1974-01-21T00:00:00,1977-06-13T00:00:00,8
357,מפלגה דתית לאומית,1974-01-21T00:00:00,1977-06-13T00:00:00,8
359,"ר""ץ",1974-01-21T00:00:00,1975-06-03T00:00:00,8
361,יהדות התורה ­ אגודת ישראל ודתיים בלתי מפלגתיים,1977-03-15T00:00:00,1977-06-13T00:00:00,8
365,קידמה ופיתוח,1974-01-21T00:00:00,1974-02-26T00:00:00,8
367,רשימה ערבית לבדואים וכפריים,1974-01-21T00:00:00,1974-02-26T00:00:00,8
369,הרשימה הערבית המאוחדת,1977-03-08T00:00:00,1977-06-13T00:00:00,8
371,המחנה התורתי ­ פועלי אגודת ישראל ודתיים בלתי מפלגתיים,1977-03-15T00:00:00,1977-06-13T00:00:00,8
375,מערך,1974-01-21T00:00:00,1977-06-13T00:00:00,8
379,חזית דתית תורתית,1974-01-21T00:00:00,1977-03-15T00:00:00,8
381,ליברלים עצמאיים,1977-06-13T00:00:00,1981-07-20T00:00:00,9
383,פלאטו שרון,1977-06-13T00:00:00,1978-02-28T00:00:00,9
385,מוקד,1974-01-21T00:00:00,1977-06-13T00:00:00,8
387,ליברלים עצמאיים,1974-01-21T00:00:00,1977-06-13T00:00:00,8
389,הרשימה הקומוניסטית החדשה,1974-01-21T00:00:00,1977-03-15T00:00:00,8
391,חזית דמוקרטית לשלום ולשוויון,1977-03-15T00:00:00,1977-06-13T00:00:00,8
393,שלומציון,1977-06-13T00:00:00,1977-07-05T00:00:00,9
395,"חה""כ סעדיה מרציאנו",1980-11-11T00:00:00,1980-12-30T00:00:00,9
397,הליכוד,1977-06-13T00:00:00,1981-07-20T00:00:00,9
399,מפלגה דתית לאומית,1977-06-13T00:00:00,1981-07-20T00:00:00,9
405,"ר""ץ",1977-06-13T00:00:00,1981-07-20T00:00:00,9
407,שינוי - מפלגת המרכז,1980-07-29T00:00:00,1981-07-20T00:00:00,9
409,אגודת ישראל,1977-06-13T00:00:00,1981-07-20T00:00:00,9
413,תנועה לשינוי ויוזמה,1978-09-14T00:00:00,1980-07-29T00:00:00,9
419,הרשימה הערבית המאוחדת,1977-06-13T00:00:00,1981-07-20T00:00:00,9
421,"תל""ם - התנועה להתחדשות ממלכתית",1981-05-19T00:00:00,1981-07-20T00:00:00,9
422,דגל התורה,2005-01-12T00:00:00,2006-04-17T00:00:00,16
423,התנועה הדמוקרטית לשינוי,1977-06-13T00:00:00,1978-09-14T00:00:00,9
424,אגודת ישראל,2005-01-12T00:00:00,2006-04-17T00:00:00,16
425,התנועה הדמוקרטית,1978-09-14T00:00:00,1981-03-10T00:00:00,9
427,ישראל אחת,1980-11-11T00:00:00,1981-07-20T00:00:00,9
429,פועלי אגודת ישראל,1977-06-13T00:00:00,1981-07-20T00:00:00,9
431,מערך,1977-06-13T00:00:00,1981-07-20T00:00:00,9
433,"מחנה של""י",1977-06-13T00:00:00,1981-07-20T00:00:00,9
435,חזית דמוקרטית לשלום ושוויון,1977-06-13T00:00:00,1981-07-20T00:00:00,9
437,אחווה,1980-07-08T00:00:00,1981-07-20T00:00:00,9
439,יעד,1978-09-14T00:00:00,1981-07-20T00:00:00,9
441,הליכוד,1981-07-20T00:00:00,1984-08-13T00:00:00,10
442,התחברות,2005-03-21T00:00:00,2005-05-16T00:00:00,16
444,ציונות לאומית דתית מתחדשת,2005-05-16T00:00:00,2006-04-17T00:00:00,16
445,חזית דתית לאומית,1981-07-20T00:00:00,1984-08-13T00:00:00,10
447,תנועה למסורת ישראל,1981-07-20T00:00:00,1984-08-13T00:00:00,10
455,תחייה,1981-07-20T00:00:00,1984-08-13T00:00:00,10
457,"ר""ץ",1981-07-20T00:00:00,1981-11-16T00:00:00,10
459,שינוי,1981-07-20T00:00:00,1984-08-13T00:00:00,10
462,"צל""ש - ציונות ליברליות שוויון",2005-05-18T00:00:00,2006-04-17T00:00:00,16
463,אגודת ישראל,1981-07-20T00:00:00,1984-08-13T00:00:00,10
469,תנועה להתחדשות ממלכתית,1981-07-20T00:00:00,1983-06-06T00:00:00,10
471,מערך,1981-07-20T00:00:00,1984-08-13T00:00:00,10
473,חזית דמוקרטית לשלום ושוויון,1981-07-20T00:00:00,1984-08-13T00:00:00,10
477,"חה""כ עבד-אלוהאב דראושה",1988-02-15T00:00:00,1988-03-07T00:00:00,11
479,הליכוד,1984-08-13T00:00:00,1988-11-21T00:00:00,11
481,מפלגת פועלים מאוחדת,1984-10-22T00:00:00,1988-11-21T00:00:00,11
482,נוי,2005-05-23T00:00:00,2005-11-23T00:00:00,16
483,מפלגה דתית לאומית,1984-08-13T00:00:00,1988-11-21T00:00:00,11
485,תנועה למסורת ישראל,1984-08-13T00:00:00,1988-08-29T00:00:00,11
487,רשימה מתקדמת לשלום,1984-08-13T00:00:00,1988-11-21T00:00:00,11
489,אומץ,1984-08-13T00:00:00,1988-09-27T00:00:00,11
491,מורשה,1984-08-13T00:00:00,1988-11-21T00:00:00,11
493,תחייה,1984-08-13T00:00:00,1988-11-21T00:00:00,11
495,"ר""ץ",1984-08-13T00:00:00,1988-11-21T00:00:00,11
497,שינוי,1984-08-13T00:00:00,1988-11-21T00:00:00,11
499,כך,1984-08-13T00:00:00,1988-11-21T00:00:00,11
501,אגודת ישראל,1984-08-13T00:00:00,1988-11-21T00:00:00,11
502,העבודה - מימד - עם אחד,2005-05-23T00:00:00,2006-04-17T00:00:00,16
503,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",1984-08-13T00:00:00,1988-11-21T00:00:00,11
507,צומת,1987-11-30T00:00:00,1988-11-21T00:00:00,11
509,"מד""ע - מפלגה דמוקרטית ערבית",1988-03-07T00:00:00,1988-11-21T00:00:00,11
515,מערך,1984-08-13T00:00:00,1988-11-21T00:00:00,11
517,חזית דמוקרטית לשלום ושוויון,1984-08-13T00:00:00,1988-11-21T00:00:00,11
519,יחד,1984-08-13T00:00:00,1984-10-22T00:00:00,11
521,מפלגת העבודה הישראלית,1991-10-07T00:00:00,1992-07-13T00:00:00,12
522,מרצ - יחד והבחירה הדמוקרטית,2005-07-27T00:00:00,2006-04-17T00:00:00,16
523,הליכוד,1988-11-21T00:00:00,1992-07-13T00:00:00,12
525,מפלגת פועלים מאוחדת,1988-11-21T00:00:00,1992-03-09T00:00:00,12
527,מפלגה דתית לאומית,1988-11-21T00:00:00,1992-07-13T00:00:00,12
529,רשימה מתקדמת לשלום,1988-11-21T00:00:00,1992-07-13T00:00:00,12
531,תחייה,1988-11-21T00:00:00,1992-07-13T00:00:00,12
533,"ר""ץ",1988-11-21T00:00:00,1992-03-09T00:00:00,12
535,שינוי,1988-11-21T00:00:00,1992-03-09T00:00:00,12
537,אגודת ישראל,1988-11-21T00:00:00,1992-07-13T00:00:00,12
539,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",1988-11-21T00:00:00,1992-07-13T00:00:00,12
542,אחריות לאומית,2005-11-23T00:00:00,2006-01-17T00:00:00,16
543,צומת,1988-11-21T00:00:00,1992-07-13T00:00:00,12
545,"מד""ע - מפלגה דמוקרטית ערבית",1988-11-21T00:00:00,1992-07-13T00:00:00,12
547,דגל התורה,1988-11-21T00:00:00,1992-07-13T00:00:00,12
549,מולדת,1988-11-21T00:00:00,1992-07-13T00:00:00,12
551,מפלגה ליברלית חדשה,1992-03-03T00:00:00,1992-07-13T00:00:00,12
553,מוריה - עם ישראל על פי תורת ישראל,1990-12-25T00:00:00,1992-07-13T00:00:00,12
555,פנתרים שחורים,1991-01-01T00:00:00,1992-07-13T00:00:00,12
557,אחדות למען השלום והעלייה,1990-12-25T00:00:00,1992-05-17T00:00:00,12
559,גאולת ישראל,1990-12-25T00:00:00,1992-07-13T00:00:00,12
561,מרצ,1992-03-09T00:00:00,1992-07-13T00:00:00,12
562,קדימה,2006-01-17T00:00:00,2006-04-17T00:00:00,16
564,הסיעה החילונית,2006-01-26T00:00:00,2006-04-17T00:00:00,16
565,מערך,1988-11-21T00:00:00,1991-10-07T00:00:00,12
567,חזית דמוקרטית לשלום ושוויון,1988-11-21T00:00:00,1992-07-13T00:00:00,12
571,מפלגת העבודה הישראלית,1992-07-13T00:00:00,1996-06-17T00:00:00,13
573,הליכוד,1992-07-13T00:00:00,1996-06-17T00:00:00,13
575,מפלגה דתית לאומית,1992-07-13T00:00:00,1996-06-17T00:00:00,13
577,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",1992-07-13T00:00:00,1996-06-17T00:00:00,13
581,צומת,1992-07-13T00:00:00,1996-06-17T00:00:00,13
582,"חה""כ מיכאל נודלמן",2006-02-01T00:00:00,2006-02-08T00:00:00,16
583,"מד""ע - מפלגה דמוקרטית ערבית",1992-07-13T00:00:00,1996-06-17T00:00:00,13
584,האיחוד הלאומי - מולדת - תקומה,2006-02-01T00:00:00,2006-04-17T00:00:00,16
585,מולדת,1992-07-13T00:00:00,1996-06-17T00:00:00,13
586,הבית הלאומי,2006-02-05T00:00:00,2006-04-17T00:00:00,16
587,מרצ,1992-07-13T00:00:00,1996-06-17T00:00:00,13
588,העולים,2006-02-01T00:00:00,2006-02-01T00:00:00,16
589,יהדות התורה,1992-07-13T00:00:00,1996-04-08T00:00:00,13
590,ישראל ביתנו,2006-02-01T00:00:00,2006-04-17T00:00:00,16
593,יעוד,1994-02-07T00:00:00,1996-06-17T00:00:00,13
595,ימין ישראל,1995-07-24T00:00:00,1996-06-17T00:00:00,13
597,עתיד,1995-11-27T00:00:00,1996-06-17T00:00:00,13
599,הדרך השלישית,1996-03-07T00:00:00,1996-06-17T00:00:00,13
601,גשר,1996-03-11T00:00:00,1996-06-17T00:00:00,13
602,תנועה ערבית להתחדשות,2006-02-07T00:00:00,2006-04-17T00:00:00,16
604,החזית הדמוקרטית לשלום ולשוויון,2006-02-07T00:00:00,2006-04-17T00:00:00,16
609,חזית דמוקרטית לשלום ושוויון,1992-07-13T00:00:00,1996-06-17T00:00:00,13
611,מפלגת העבודה הישראלית,1996-06-17T00:00:00,1999-06-07T00:00:00,14
613,הליכוד,1999-03-04T00:00:00,1999-06-07T00:00:00,14
615,מפלגה דתית לאומית,1996-06-17T00:00:00,1999-06-07T00:00:00,14
617,שינוי - מפלגת מרכז,1999-01-17T00:00:00,1999-03-29T00:00:00,14
619,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",1996-06-17T00:00:00,1999-06-07T00:00:00,14
621,"חד""ש - בל""ד",1996-06-17T00:00:00,1999-03-08T00:00:00,14
622,קדימה-עם אהוד אולמרט לראשות הממשלה,2006-04-17T00:00:00,2009-02-24T00:00:00,17
623,צומת,1999-03-04T00:00:00,1999-06-07T00:00:00,14
624,העבודה-מימד בראשות עמיר פרץ,2006-04-17T00:00:00,2008-12-18T00:00:00,17
625,דגל התורה,1999-02-23T00:00:00,1999-06-07T00:00:00,14
626,"אלתג'מוע אלווטני אל דימוקרטי-בל""ד",2006-04-17T00:00:00,2009-02-24T00:00:00,17
627,מולדת,1996-06-17T00:00:00,1999-06-07T00:00:00,14
628,"ש""ס-התאחדות הספרדים העולמית שומרי תורה",2006-04-17T00:00:00,2009-02-24T00:00:00,17
629,מרצ,1996-06-17T00:00:00,1999-06-07T00:00:00,14
630,חזית דמוקרטית לשלום ושוויון,2006-04-17T00:00:00,2009-02-24T00:00:00,17
631,יהדות התורה,1996-06-17T00:00:00,1999-02-23T00:00:00,14
632,יהדות התורה והשבת אגודת ישראל-דגל התורה,2006-04-17T00:00:00,2008-12-18T00:00:00,17
633,הדרך השלישית,1996-06-17T00:00:00,1999-06-07T00:00:00,14
634,גיל-גימלאי ישראל לכנסת,2006-04-17T00:00:00,2009-02-24T00:00:00,17
635,גשר,1999-02-23T00:00:00,1999-06-07T00:00:00,14
636,הרשימה הערבית המאוחדת התנועה הערבית להתחדשות,2006-04-17T00:00:00,2009-02-24T00:00:00,17
637,ליכוד - גשר - צומת,1996-06-17T00:00:00,1999-02-23T00:00:00,14
638,ישראל ביתנו בראשות אביגדור ליברמן,2006-04-17T00:00:00,2009-02-24T00:00:00,17
639,ישראל בעלייה,1996-06-17T00:00:00,1999-06-07T00:00:00,14
640,מרצ-ישראל חברתית דמוקרטית,2006-04-17T00:00:00,2009-02-24T00:00:00,17
641,"מד""ע - רע""ם",1996-06-17T00:00:00,1999-06-07T00:00:00,14
642,"איחוד לאומי-מפד""ל רשימה יהודית לאומית מאוחדת",2006-04-17T00:00:00,2008-12-03T00:00:00,17
643,חזית דמוקרטית לשלום ושוויון,1999-03-08T00:00:00,1999-06-07T00:00:00,14
645,ליכוד - צומת,1999-02-23T00:00:00,1999-03-04T00:00:00,14
647,חרות - התנועה הלאומית,1999-02-23T00:00:00,1999-06-07T00:00:00,14
649,ישראל במרכז,1999-02-23T00:00:00,1999-06-07T00:00:00,14
651,"עלי""ה - עמנו למען ישראל המתחדשת",1999-02-23T00:00:00,1999-06-07T00:00:00,14
653,מכורה,1999-03-04T00:00:00,1999-03-04T00:00:00,14
655,אמונים,1999-03-04T00:00:00,1999-03-17T00:00:00,14
657,ברית לאומית דמוקרטית,1999-03-08T00:00:00,1999-06-07T00:00:00,14
661,תקומה,1999-03-17T00:00:00,1999-06-07T00:00:00,14
663,הצעירים,1999-03-22T00:00:00,1999-03-29T00:00:00,14
665,עם אחד,1999-03-25T00:00:00,1999-06-07T00:00:00,14
667,שינוי,1999-03-29T00:00:00,1999-06-07T00:00:00,14
679,האיחוד הלאומי,1999-06-07T00:00:00,2000-02-01T00:00:00,15
681,ישראל ביתנו,1999-06-07T00:00:00,2000-02-01T00:00:00,15
683,מחר - מפלגת חברה ורפורמות,1999-07-26T00:00:00,1999-10-18T00:00:00,15
685,לב,2002-11-06T00:00:00,2002-11-06T00:00:00,15
687,אחדות לאומית - הברית הלאומית המתקדמת,2002-12-10T00:00:00,2003-02-17T00:00:00,15
688,"בנא""י",1979-07-17T00:00:00,1979-11-20T00:00:00,9
689,"תחייה - בנא""י",1979-11-20T00:00:00,1981-07-20T00:00:00,9
690,הליכוד עם בנימין נתניהו לראשות הממשלה,2006-04-17T00:00:00,2009-02-24T00:00:00,17
691,השומר הצעיר,1948-02-14T00:00:00,1949-02-14T00:00:00,0
692,התנועה הרווזיוניסטית,1948-02-14T00:00:00,1949-02-14T00:00:00,0
693,החזית הדתית המאוחדת,1948-02-14T00:00:00,1949-02-14T00:00:00,0
694,התאחדות התימנים,1948-02-14T00:00:00,1949-02-14T00:00:00,0
702,צדק לזקן,2008-06-02T00:00:00,2008-10-27T00:00:00,17
722,הדרך הטובה,2008-10-27T00:00:00,2009-02-24T00:00:00,17
742,איחוד לאומי,2009-02-24T00:00:00,2013-02-05T00:00:00,18
743,"הבית היהודי - מפד""ל החדשה",2009-02-24T00:00:00,2013-02-05T00:00:00,18
744,"אלתג'מוע אלווטני אלדמוקרטי - בל""ד",2009-02-24T00:00:00,2013-02-05T00:00:00,18
745,חזית דמוקרטית לשלום ושוויון,2009-02-24T00:00:00,2013-02-05T00:00:00,18
746,יהדות התורה והשבת אגודת ישראל - דגל התורה,2009-02-24T00:00:00,2013-02-05T00:00:00,18
747,ישראל ביתנו בראשות אביגדור ליברמן,2009-02-24T00:00:00,2013-02-05T00:00:00,18
