,Unnamed: 0,party_id,party_name,start_date,end_date,KnessetNum,country
77,77,193,תנועת החרות,1955-08-15T00:00:00,1959-11-30T00:00:00,3,3
78,78,195,ציונים כלליים,1955-08-15T00:00:00,1959-11-30T00:00:00,3,3
79,79,197,חקלאות ופיתוח,1955-08-15T00:00:00,1959-11-30T00:00:00,3,3
80,80,199,מפלגה פרוגרסיבית,1955-08-15T00:00:00,1959-11-30T00:00:00,3,3
81,81,203,אחדות העבודה - פועלי ציון,1955-08-15T00:00:00,1959-11-30T00:00:00,3,3
82,82,205,מפלגה קומוניסטית ישראלית,1955-08-15T00:00:00,1959-11-30T00:00:00,3,3
83,83,207,חזית דתית לאומית,1955-08-15T00:00:00,1955-10-31T00:00:00,3,3
84,84,209,חזית דתית תורתית,1955-08-15T00:00:00,1955-11-03T00:00:00,3,3
85,85,211,קידמה ועבודה,1955-08-15T00:00:00,1959-11-30T00:00:00,3,3
86,86,213,מפלגת פועלים מאוחדת,1959-11-30T00:00:00,1961-09-04T00:00:00,4,3
87,87,215,אגודת ישראל,1960-08-09T00:00:00,1961-09-04T00:00:00,4,3
88,88,217,קידמה ופיתוח,1959-11-30T00:00:00,1961-09-04T00:00:00,4,3
89,89,219,מפלגת פועלי ארץ-ישראל,1959-11-30T00:00:00,1961-09-04T00:00:00,4,3
90,90,221,תנועת החרות,1959-11-30T00:00:00,1961-09-04T00:00:00,4,3
91,91,223,ציונים כלליים,1959-11-30T00:00:00,1961-05-08T00:00:00,4,3
92,92,225,חקלאות ופיתוח,1959-11-30T00:00:00,1961-09-04T00:00:00,4,3
93,93,227,מפלגה פרוגרסיבית,1959-11-30T00:00:00,1961-05-08T00:00:00,4,3
94,94,229,שיתוף ואחווה,1959-11-30T00:00:00,1961-09-04T00:00:00,4,3
95,95,231,אחדות העבודה - פועלי ציון,1959-11-30T00:00:00,1961-09-04T00:00:00,4,3
96,96,233,פועלי אגודת ישראל,1960-08-09T00:00:00,1961-09-04T00:00:00,4,3
97,97,235,מפלגה קומוניסטית ישראלית,1959-11-30T00:00:00,1961-09-04T00:00:00,4,3
98,98,237,מפלגה דתית לאומית,1959-11-30T00:00:00,1961-09-04T00:00:00,4,3
99,99,239,חזית דתית תורתית,1959-11-30T00:00:00,1960-08-09T00:00:00,4,3
100,100,241,מפלגה ליברלית ישראלית,1961-05-08T00:00:00,1961-09-04T00:00:00,4,3
101,101,243,מפלגת פועלים מאוחדת,1961-09-04T00:00:00,1965-11-22T00:00:00,5,3
102,102,245,אגודת ישראל,1961-09-04T00:00:00,1965-11-22T00:00:00,5,3
103,103,249,קידמה ופיתוח,1961-09-04T00:00:00,1965-11-22T00:00:00,5,3
104,104,251,מפלגת פועלי ארץ-ישראל,1961-09-04T00:00:00,1965-11-22T00:00:00,5,3
105,105,253,תנועת החרות,1961-09-04T00:00:00,1965-05-25T00:00:00,5,3
106,106,255,גוש חרות ליברלים,1965-05-25T00:00:00,1965-11-22T00:00:00,5,3
107,107,257,רשימת פועלים ישראלית,1965-07-14T00:00:00,1965-11-22T00:00:00,5,3
108,108,259,שיתוף ואחווה,1961-09-04T00:00:00,1965-11-22T00:00:00,5,3
109,109,261,אחדות העבודה - פועלי ציון,1961-09-04T00:00:00,1965-11-22T00:00:00,5,3
110,110,263,פועלי אגודת ישראל,1961-09-04T00:00:00,1965-11-22T00:00:00,5,3
111,111,265,מפלגה קומוניסטית ישראלית,1961-09-04T00:00:00,1965-11-22T00:00:00,5,3
112,112,269,מפלגה דתית לאומית,1961-09-04T00:00:00,1965-11-22T00:00:00,5,3
113,113,271,מפלגה ליברלית ישראלית,1961-09-04T00:00:00,1965-05-25T00:00:00,5,3
114,114,273,ליברלים עצמאיים,1965-03-16T00:00:00,1965-11-22T00:00:00,5,3
115,115,275,רשימה קומוניסטית חדשה,1965-09-01T00:00:00,1965-11-22T00:00:00,5,3
116,116,279,מפלגת פועלים מאוחדת,1965-11-22T00:00:00,1969-01-28T00:00:00,6,3
117,117,283,אגודת ישראל,1965-11-22T00:00:00,1969-11-17T00:00:00,6,3
118,118,285,קידמה ופיתוח,1965-11-22T00:00:00,1966-07-05T00:00:00,6,3
119,119,287,גוש חרות ליברלים,1965-11-22T00:00:00,1969-11-17T00:00:00,6,3
120,120,289,רשימת פועלים ישראלית,1965-11-22T00:00:00,1968-01-23T00:00:00,6,3
121,121,291,שיתוף ואחווה,1965-11-22T00:00:00,1966-07-05T00:00:00,6,3
122,122,293,פועלי אגודת ישראל,1965-11-22T00:00:00,1969-11-17T00:00:00,6,3
123,123,295,מפלגה קומוניסטית ישראלית,1965-11-22T00:00:00,1969-11-17T00:00:00,6,3
124,124,297,אחווה יהודית - ערבית,1968-10-22T00:00:00,1969-11-17T00:00:00,6,3
125,125,299,מערך,1969-01-28T00:00:00,1969-11-17T00:00:00,6,3
126,126,303,מפלגה דתית לאומית,1965-11-22T00:00:00,1969-11-17T00:00:00,6,3
127,127,305,ליברלים עצמאיים,1965-11-22T00:00:00,1969-11-17T00:00:00,6,3
128,128,307,המרכז החופשי,1967-03-29T00:00:00,1969-11-17T00:00:00,6,3
129,129,309,רשימה קומוניסטית חדשה,1965-11-22T00:00:00,1969-11-17T00:00:00,6,3
130,130,311,העולם הזה - כוח חדש,1965-11-22T00:00:00,1969-11-17T00:00:00,6,3
131,131,315,מפלגה דתית לאומית,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
132,132,319,אגודת ישראל,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
133,133,321,קידמה ופיתוח,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
134,134,325,גוש חרות ליברלים,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
135,135,329,שיתוף ואחווה,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
136,136,331,פועלי אגודת ישראל,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
137,137,333,מפלגה קומוניסטית ישראלית,1969-11-17T00:00:00,1973-07-25T00:00:00,7,3
138,138,337,מערך,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
139,139,339,הרשימה הממלכתית,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
140,140,345,מוקד,1973-07-25T00:00:00,1974-01-21T00:00:00,7,3
141,141,347,ליברלים עצמאיים,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
142,142,349,מרכז חופשי,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
143,143,351,רשימה קומוניסטית חדשה,1969-11-17T00:00:00,1974-01-21T00:00:00,7,3
144,144,353,העולם הזה - כוח חדש,1969-11-17T00:00:00,1973-07-03T00:00:00,7,3
145,145,355,הליכוד,1974-01-21T00:00:00,1977-06-13T00:00:00,8,3
146,146,357,מפלגה דתית לאומית,1974-01-21T00:00:00,1977-06-13T00:00:00,8,3
147,147,359,"ר""ץ",1974-01-21T00:00:00,1975-06-03T00:00:00,8,3
148,148,361,יהדות התורה ­ אגודת ישראל ודתיים בלתי מפלגתיים,1977-03-15T00:00:00,1977-06-13T00:00:00,8,3
149,149,365,קידמה ופיתוח,1974-01-21T00:00:00,1974-02-26T00:00:00,8,3
150,150,367,רשימה ערבית לבדואים וכפריים,1974-01-21T00:00:00,1974-02-26T00:00:00,8,3
151,151,369,הרשימה הערבית המאוחדת,1977-03-08T00:00:00,1977-06-13T00:00:00,8,3
152,152,371,המחנה התורתי ­ פועלי אגודת ישראל ודתיים בלתי מפלגתיים,1977-03-15T00:00:00,1977-06-13T00:00:00,8,3
153,153,375,מערך,1974-01-21T00:00:00,1977-06-13T00:00:00,8,3
154,154,379,חזית דתית תורתית,1974-01-21T00:00:00,1977-03-15T00:00:00,8,3
155,155,381,ליברלים עצמאיים,1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
156,156,383,פלאטו שרון,1977-06-13T00:00:00,1978-02-28T00:00:00,9,3
157,157,385,מוקד,1974-01-21T00:00:00,1977-06-13T00:00:00,8,3
158,158,387,ליברלים עצמאיים,1974-01-21T00:00:00,1977-06-13T00:00:00,8,3
159,159,389,הרשימה הקומוניסטית החדשה,1974-01-21T00:00:00,1977-03-15T00:00:00,8,3
160,160,391,חזית דמוקרטית לשלום ולשוויון,1977-03-15T00:00:00,1977-06-13T00:00:00,8,3
161,161,393,שלומציון,1977-06-13T00:00:00,1977-07-05T00:00:00,9,3
162,162,395,"חה""כ סעדיה מרציאנו",1980-11-11T00:00:00,1980-12-30T00:00:00,9,3
163,163,397,הליכוד,1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
164,164,399,מפלגה דתית לאומית,1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
165,165,405,"ר""ץ",1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
166,166,407,שינוי - מפלגת המרכז,1980-07-29T00:00:00,1981-07-20T00:00:00,9,3
167,167,409,אגודת ישראל,1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
168,168,413,תנועה לשינוי ויוזמה,1978-09-14T00:00:00,1980-07-29T00:00:00,9,3
169,169,419,הרשימה הערבית המאוחדת,1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
170,170,421,"תל""ם - התנועה להתחדשות ממלכתית",1981-05-19T00:00:00,1981-07-20T00:00:00,9,3
171,171,422,דגל התורה,2005-01-12T00:00:00,2006-04-17T00:00:00,16,3
172,172,423,התנועה הדמוקרטית לשינוי,1977-06-13T00:00:00,1978-09-14T00:00:00,9,3
173,173,424,אגודת ישראל,2005-01-12T00:00:00,2006-04-17T00:00:00,16,3
174,174,425,התנועה הדמוקרטית,1978-09-14T00:00:00,1981-03-10T00:00:00,9,3
175,175,427,ישראל אחת,1980-11-11T00:00:00,1981-07-20T00:00:00,9,3
176,176,429,פועלי אגודת ישראל,1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
177,177,431,מערך,1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
178,178,433,"מחנה של""י",1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
179,179,435,חזית דמוקרטית לשלום ושוויון,1977-06-13T00:00:00,1981-07-20T00:00:00,9,3
180,180,437,אחווה,1980-07-08T00:00:00,1981-07-20T00:00:00,9,3
181,181,439,יעד,1978-09-14T00:00:00,1981-07-20T00:00:00,9,3
182,182,441,הליכוד,1981-07-20T00:00:00,1984-08-13T00:00:00,10,3
183,183,442,התחברות,2005-03-21T00:00:00,2005-05-16T00:00:00,16,3
184,184,444,ציונות לאומית דתית מתחדשת,2005-05-16T00:00:00,2006-04-17T00:00:00,16,3
185,185,445,חזית דתית לאומית,1981-07-20T00:00:00,1984-08-13T00:00:00,10,3
186,186,447,תנועה למסורת ישראל,1981-07-20T00:00:00,1984-08-13T00:00:00,10,3
187,187,455,תחייה,1981-07-20T00:00:00,1984-08-13T00:00:00,10,3
188,188,457,"ר""ץ",1981-07-20T00:00:00,1981-11-16T00:00:00,10,3
189,189,459,שינוי,1981-07-20T00:00:00,1984-08-13T00:00:00,10,3
190,190,462,"צל""ש - ציונות ליברליות שוויון",2005-05-18T00:00:00,2006-04-17T00:00:00,16,3
191,191,463,אגודת ישראל,1981-07-20T00:00:00,1984-08-13T00:00:00,10,3
192,192,469,תנועה להתחדשות ממלכתית,1981-07-20T00:00:00,1983-06-06T00:00:00,10,3
193,193,471,מערך,1981-07-20T00:00:00,1984-08-13T00:00:00,10,3
194,194,473,חזית דמוקרטית לשלום ושוויון,1981-07-20T00:00:00,1984-08-13T00:00:00,10,3
195,195,477,"חה""כ עבד-אלוהאב דראושה",1988-02-15T00:00:00,1988-03-07T00:00:00,11,3
196,196,479,הליכוד,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
197,197,481,מפלגת פועלים מאוחדת,1984-10-22T00:00:00,1988-11-21T00:00:00,11,3
198,198,482,נוי,2005-05-23T00:00:00,2005-11-23T00:00:00,16,3
199,199,483,מפלגה דתית לאומית,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
200,200,485,תנועה למסורת ישראל,1984-08-13T00:00:00,1988-08-29T00:00:00,11,3
201,201,487,רשימה מתקדמת לשלום,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
202,202,489,אומץ,1984-08-13T00:00:00,1988-09-27T00:00:00,11,3
203,203,491,מורשה,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
204,204,493,תחייה,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
205,205,495,"ר""ץ",1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
206,206,497,שינוי,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
207,207,499,כך,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
208,208,501,אגודת ישראל,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
209,209,502,העבודה - מימד - עם אחד,2005-05-23T00:00:00,2006-04-17T00:00:00,16,3
210,210,503,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
211,211,507,צומת,1987-11-30T00:00:00,1988-11-21T00:00:00,11,3
212,212,509,"מד""ע - מפלגה דמוקרטית ערבית",1988-03-07T00:00:00,1988-11-21T00:00:00,11,3
213,213,515,מערך,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
214,214,517,חזית דמוקרטית לשלום ושוויון,1984-08-13T00:00:00,1988-11-21T00:00:00,11,3
215,215,519,יחד,1984-08-13T00:00:00,1984-10-22T00:00:00,11,3
216,216,521,מפלגת העבודה הישראלית,1991-10-07T00:00:00,1992-07-13T00:00:00,12,3
217,217,522,מרצ - יחד והבחירה הדמוקרטית,2005-07-27T00:00:00,2006-04-17T00:00:00,16,3
218,218,523,הליכוד,1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
219,219,525,מפלגת פועלים מאוחדת,1988-11-21T00:00:00,1992-03-09T00:00:00,12,3
220,220,527,מפלגה דתית לאומית,1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
221,221,529,רשימה מתקדמת לשלום,1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
222,222,531,תחייה,1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
223,223,533,"ר""ץ",1988-11-21T00:00:00,1992-03-09T00:00:00,12,3
224,224,535,שינוי,1988-11-21T00:00:00,1992-03-09T00:00:00,12,3
225,225,537,אגודת ישראל,1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
226,226,539,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
227,227,542,אחריות לאומית,2005-11-23T00:00:00,2006-01-17T00:00:00,16,3
228,228,543,צומת,1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
229,229,545,"מד""ע - מפלגה דמוקרטית ערבית",1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
230,230,547,דגל התורה,1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
231,231,549,מולדת,1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
232,232,551,מפלגה ליברלית חדשה,1992-03-03T00:00:00,1992-07-13T00:00:00,12,3
233,233,553,מוריה - עם ישראל על פי תורת ישראל,1990-12-25T00:00:00,1992-07-13T00:00:00,12,3
234,234,555,פנתרים שחורים,1991-01-01T00:00:00,1992-07-13T00:00:00,12,3
235,235,557,אחדות למען השלום והעלייה,1990-12-25T00:00:00,1992-05-17T00:00:00,12,3
236,236,559,גאולת ישראל,1990-12-25T00:00:00,1992-07-13T00:00:00,12,3
237,237,561,מרצ,1992-03-09T00:00:00,1992-07-13T00:00:00,12,3
238,238,562,קדימה,2006-01-17T00:00:00,2006-04-17T00:00:00,16,3
239,239,564,הסיעה החילונית,2006-01-26T00:00:00,2006-04-17T00:00:00,16,3
240,240,565,מערך,1988-11-21T00:00:00,1991-10-07T00:00:00,12,3
241,241,567,חזית דמוקרטית לשלום ושוויון,1988-11-21T00:00:00,1992-07-13T00:00:00,12,3
242,242,571,מפלגת העבודה הישראלית,1992-07-13T00:00:00,1996-06-17T00:00:00,13,3
243,243,573,הליכוד,1992-07-13T00:00:00,1996-06-17T00:00:00,13,3
244,244,575,מפלגה דתית לאומית,1992-07-13T00:00:00,1996-06-17T00:00:00,13,3
245,245,577,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",1992-07-13T00:00:00,1996-06-17T00:00:00,13,3
246,246,581,צומת,1992-07-13T00:00:00,1996-06-17T00:00:00,13,3
247,247,582,"חה""כ מיכאל נודלמן",2006-02-01T00:00:00,2006-02-08T00:00:00,16,3
248,248,583,"מד""ע - מפלגה דמוקרטית ערבית",1992-07-13T00:00:00,1996-06-17T00:00:00,13,3
249,249,584,האיחוד הלאומי - מולדת - תקומה,2006-02-01T00:00:00,2006-04-17T00:00:00,16,3
250,250,585,מולדת,1992-07-13T00:00:00,1996-06-17T00:00:00,13,3
251,251,586,הבית הלאומי,2006-02-05T00:00:00,2006-04-17T00:00:00,16,3
252,252,587,מרצ,1992-07-13T00:00:00,1996-06-17T00:00:00,13,3
253,253,588,העולים,2006-02-01T00:00:00,2006-02-01T00:00:00,16,3
254,254,589,יהדות התורה,1992-07-13T00:00:00,1996-04-08T00:00:00,13,3
255,255,590,ישראל ביתנו,2006-02-01T00:00:00,2006-04-17T00:00:00,16,3
256,256,593,יעוד,1994-02-07T00:00:00,1996-06-17T00:00:00,13,3
257,257,595,ימין ישראל,1995-07-24T00:00:00,1996-06-17T00:00:00,13,3
258,258,597,עתיד,1995-11-27T00:00:00,1996-06-17T00:00:00,13,3
259,259,599,הדרך השלישית,1996-03-07T00:00:00,1996-06-17T00:00:00,13,3
260,260,601,גשר,1996-03-11T00:00:00,1996-06-17T00:00:00,13,3
261,261,602,תנועה ערבית להתחדשות,2006-02-07T00:00:00,2006-04-17T00:00:00,16,3
262,262,604,החזית הדמוקרטית לשלום ולשוויון,2006-02-07T00:00:00,2006-04-17T00:00:00,16,3
263,263,609,חזית דמוקרטית לשלום ושוויון,1992-07-13T00:00:00,1996-06-17T00:00:00,13,3
264,264,611,מפלגת העבודה הישראלית,1996-06-17T00:00:00,1999-06-07T00:00:00,14,3
265,265,613,הליכוד,1999-03-04T00:00:00,1999-06-07T00:00:00,14,3
266,266,615,מפלגה דתית לאומית,1996-06-17T00:00:00,1999-06-07T00:00:00,14,3
267,267,617,שינוי - מפלגת מרכז,1999-01-17T00:00:00,1999-03-29T00:00:00,14,3
268,268,619,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",1996-06-17T00:00:00,1999-06-07T00:00:00,14,3
269,269,621,"חד""ש - בל""ד",1996-06-17T00:00:00,1999-03-08T00:00:00,14,3
270,270,622,קדימה-עם אהוד אולמרט לראשות הממשלה,2006-04-17T00:00:00,2009-02-24T00:00:00,17,3
271,271,623,צומת,1999-03-04T00:00:00,1999-06-07T00:00:00,14,3
272,272,624,העבודה-מימד בראשות עמיר פרץ,2006-04-17T00:00:00,2008-12-18T00:00:00,17,3
273,273,625,דגל התורה,1999-02-23T00:00:00,1999-06-07T00:00:00,14,3
274,274,626,"אלתג'מוע אלווטני אל דימוקרטי-בל""ד",2006-04-17T00:00:00,2009-02-24T00:00:00,17,3
275,275,627,מולדת,1996-06-17T00:00:00,1999-06-07T00:00:00,14,3
276,276,628,"ש""ס-התאחדות הספרדים העולמית שומרי תורה",2006-04-17T00:00:00,2009-02-24T00:00:00,17,3
277,277,629,מרצ,1996-06-17T00:00:00,1999-06-07T00:00:00,14,3
278,278,630,חזית דמוקרטית לשלום ושוויון,2006-04-17T00:00:00,2009-02-24T00:00:00,17,3
279,279,631,יהדות התורה,1996-06-17T00:00:00,1999-02-23T00:00:00,14,3
280,280,632,יהדות התורה והשבת אגודת ישראל-דגל התורה,2006-04-17T00:00:00,2008-12-18T00:00:00,17,3
281,281,633,הדרך השלישית,1996-06-17T00:00:00,1999-06-07T00:00:00,14,3
282,282,634,גיל-גימלאי ישראל לכנסת,2006-04-17T00:00:00,2009-02-24T00:00:00,17,3
283,283,635,גשר,1999-02-23T00:00:00,1999-06-07T00:00:00,14,3
284,284,636,הרשימה הערבית המאוחדת התנועה הערבית להתחדשות,2006-04-17T00:00:00,2009-02-24T00:00:00,17,3
